Country,Happiness Score,Region,Year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government,Democratic Quality,Delivery Quality,"GINI of household income reported in Gallup, by wp5-year"
Finland,7.769,Western Europe,2019,7.768734137,10.61176968,0.9599739709999999,71.80000051,0.949459513,-0.05601954,0.21355906100000002,0.788669527,0.179948295,0.54612269,1.28818971,1.987619459,0.39424329
Denmark,7.6,Western Europe,2019,7.600090186,10.74764188,0.954923491,72.10000102,0.946361562,0.100717746,0.180549458,0.8270685870000001,0.206470514,0.557497491,1.197521925,1.883773506,0.538284113
Norway,7.553999999999999,Western Europe,2019,7.539779504,11.0779384,0.958610813,73.09999847,0.955932717,0.136029432,0.30919298,0.842046658,0.20801278899999998,0.68476965,1.427382648,1.981766463,0.33814050700000003
Iceland,7.494,Western Europe,2019,7.49477307,10.71508535,0.97732536,73.0,0.943625987,0.27349807800000003,0.69493558,0.8727210959999999,0.161944538,0.38526278700000005,1.358529369,1.5693149569999998,0.35489122100000003
Netherlands,7.4879999999999995,Western Europe,2019,7.48764658,10.7871933,0.9339629009999999,72.19999949,0.91587164,0.211066783,0.388998558,0.850864629,0.201388255,0.632789334,1.23458451,1.901756704,0.442329129
Switzerland,7.48,Western Europe,2019,7.480233352000001,10.96403217,0.935860217,73.80000051,0.928452849,0.118214587,0.30633546899999997,0.7818979420000001,0.197902788,0.8227409720000001,1.40050751,1.96419996,0.375778506
Sweden,7.343,Western Europe,2019,7.343447049,10.75747617,0.9189190070000001,72.5,0.9314477240000001,0.123839329,0.249448647,0.817306201,0.178809722,0.513216506,1.283844113,1.943751037,0.38449429399999996
New Zealand,7.307,North America and ANZ,2019,7.3077189129999995,10.4933939,0.9484620890000001,73.0,0.939385215,0.222528666,0.23557949600000003,0.831912855,0.18236055,0.607055624,1.5503860719999998,2.017334223,0.41828280700000003
Canada,7.278,North America and ANZ,2019,7.278403599999999,10.68935808,0.926953415,73.39999898,0.934450607,0.15206835400000002,0.37295520299999996,0.837009509,0.238267228,0.627132714,1.323624849,1.8522132040000001,0.557745834
Austria,7.246,Western Europe,2019,7.245933851,10.72280375,0.91473484,72.69999949,0.894218842,0.086942243,0.521668454,0.751940568,0.201250454,0.452408294,1.156488716,1.569175124,0.304913441
Australia,7.228,North America and ANZ,2019,7.22803704,10.71023337,0.944143117,73.30000051,0.916298012,0.22545370000000003,0.40484638,0.7766553359999999,0.216301044,0.458325197,1.169768632,1.7475124,0.459689756
Costa Rica,7.167000000000001,Latin America and Caribbean,2019,7.167291323,9.649451574,0.899423619,71.10000102,0.916826248,-0.06904780099999999,0.768071532,0.8726926840000001,0.29424299800000003,0.38881793600000003,0.8523191509999999,0.448586062,0.586328894
Israel,7.138999999999999,Middle East and North Africa,2019,7.139075279,10.40920448,0.90523235,73.10000102,0.7550119759999999,0.115277416,0.78894788,0.655423443,0.27386531199999997,0.41661035,-0.047690882999999996,1.177892685,0.271177351
Luxembourg,7.09,Western Europe,2019,7.090450923,11.45624351,0.916296164,72.59999847,0.889705638,0.009387641,0.357218673,0.758025368,0.192887351,0.7243669229999999,1.4442361000000001,1.796194434,0.310198774
United Kingdom,7.053999999999999,Western Europe,2019,7.053667387000001,10.58887037,0.9400157929999999,72.10000102,0.823811273,0.25162877100000003,0.42706688200000004,0.772532265,0.222478271,0.42320426299999997,0.812514663,1.700574816,0.390878936
Ireland,7.021,Western Europe,2019,7.021074136,11.11175283,0.946496129,72.19999949,0.880467295,0.172991355,0.36594643200000004,0.8178163970000001,0.212299168,0.5989815589999999,1.112505675,1.503284276,0.36655006799999995
Germany,6.985,Western Europe,2019,7.022150675,10.71738529,0.90598617,71.89999898,0.862710138,0.105317564,0.451872428,0.751530687,0.208968108,0.589513262,1.002646089,1.7461484669999998,0.31920749
Belgium,6.922999999999999,Western Europe,2019,6.92315197,10.66028118,0.9268062309999999,71.80000051,0.8436492090000001,-0.044652875999999994,0.5567056539999999,0.76684014,0.247849474,0.436951319,0.906693906,1.3704413169999998,0.334176073
United States,6.892,North America and ANZ,2019,6.892681281000001,10.90297508,0.907203396,68.40000153,0.816998819,0.14404614699999999,0.710013032,0.8158704840000001,0.274899711,0.332518925,0.7164103690000001,1.5217806109999998,0.668512404
Czech Republic,6.852,Central and Eastern Europe,2019,6.853120167999999,10.38811239,0.920241932,69.80000305,0.824082057,-0.22424828,0.87277933,0.736048679,0.201919844,0.39325828399999996,0.9969072940000001,0.944132537,0.275921752
United Arab Emirates,6.825,Middle East and North Africa,2019,6.824704487999999,11.12247531,0.845316172,66.89999898,0.9516001740000001,0.116447488,0.355115891,0.785802285,0.25143606,,-0.2386536,1.091753125,0.617714345
Malta,6.726,Western Europe,2019,6.725406329,10.4851017,0.933080892,72.19999695,0.9223357440000001,0.29416094,0.660729686,0.7097497979999999,0.317861895,0.7095123729999999,1.177901626,1.000268012,0.402106762
Mexico,6.595,Latin America and Caribbean,2019,6.594683647,9.761179288,0.850466946,68.0,0.80973957,-0.180643688,0.80603687,0.8611540590000001,0.221272245,0.276488562,-0.35584378299999997,-0.272087559,0.442610075
France,6.5920000000000005,Western Europe,2019,6.592111587000001,10.56049824,0.912626863,73.60000102,0.81234928,-0.12152900300000001,0.60198613,0.767357508,0.264823849,0.346439709,0.6000296479999999,1.312016487,0.35826867799999995
Taiwan,6.446000000000001,East Asia,2019,6.446435451,10.69936085,0.89418904,71.4327,0.7398709059999999,0.08398062699999999,0.763090611,0.839609583,0.10504140699999999,0.346419553,0.959477365,1.177221775,0.369406819
Chile,6.444,Latin America and Caribbean,2019,6.445132097,10.04177666,0.87043796,69.80000051,0.743645529,-0.002659112,0.836803297,0.8467553059999999,0.283301472,0.268855443,0.696238459,1.112123132,0.49636609299999995
Guatemala,6.436,Latin America and Caribbean,2019,6.436875502,8.913619995,0.826278269,64.5,0.8955784840000001,-0.020482311,0.7924107709999999,0.854450107,0.297284872,0.461550156,-0.422209069,-0.657851457,0.539615442
Saudi Arabia,6.375,Middle East and North Africa,2019,6.374865691,10.80889225,0.86595567,66.0,0.8144438070000001,-0.16965362399999998,0.507919014,0.77742658,0.286838154,,-1.1225768329999999,0.201116517,0.502263864
Qatar,6.374,Middle East and North Africa,2019,6.638015896000001,11.7486131,0.849573967,67.20285358,0.9129104690000001,0.090319322,0.139517799,0.75472298,0.318655107,0.888471901,0.086196955,0.879387803,0.5217329479999999
Spain,6.354,Western Europe,2019,6.3540520670000005,10.44053777,0.918403228,74.10000102,0.748661737,-0.055738284000000006,0.7954439320000001,0.645686587,0.32013595100000003,0.285766085,0.687585413,0.887067974,0.374241889
Panama,6.321000000000001,Latin America and Caribbean,2019,6.32224369,10.01170985,0.8995849490000001,69.5,0.881833792,-0.125292959,0.838228285,0.857964297,0.236349955,0.332789431,0.461464583,-0.002280265,0.526206662
Brazil,6.3,Latin America and Caribbean,2019,6.299556096,9.554804484,0.899551551,66.19999949,0.773991048,-0.140277368,0.7796004809999999,0.742928465,0.319818993,0.199272389,0.030231096000000002,-0.266969368,0.42111218
Uruguay,6.292999999999999,Latin America and Caribbean,2019,6.293069997999999,9.932834943,0.910499394,68.90000153,0.886811495,-0.097240237,0.6619036,0.8514434890000001,0.27948307,0.399290254,1.113692284,0.7373235220000001,0.421869526
Singapore,6.2620000000000005,Southeast Asia,2019,6.262160937000001,11.33935547,0.908439597,76.5,0.9153139000000001,0.129433252,0.101888255,0.8037320379999999,0.132379266,0.91669484,0.690388054,2.070299625,0.46432469299999996
El Salvador,6.252999999999999,Latin America and Caribbean,2019,6.251796403999999,8.894466082000001,0.8155372540000001,65.80000051,0.806960543,-0.15042641,0.80055354,0.827214261,0.293185145,0.281977296,-0.001300739,-0.41311805,0.43473544700000005
Italy,6.223,Western Europe,2019,6.223306974,10.46769778,0.9198867279999999,73.39999898,0.635531386,-0.047796583,0.8857646579999999,0.665208876,0.35499836,0.22480719300000002,0.6734977959999999,0.422396868,0.400415818
Bahrain,6.199,Middle East and North Africa,2019,6.198497057000001,10.67974568,0.869223625,68.29999924,0.897274793,0.104161114,0.524703264,0.8003788890000001,0.286612928,,-1.125092268,0.284446001,0.46453242
Slovakia,6.1979999999999995,Central and Eastern Europe,2019,6.197927634,10.31623141,0.9269814890000001,68.60000102,0.723985752,-0.106222687,0.915658832,0.772180577,0.232668032,0.34718695299999996,0.8747799390000001,0.636492431,0.283137649
